line_name,line_value
tpx2001211c0,35.19876067
tpx260515a0,24.37903414
tpx338900a0,15.22602991
tpx338924c0,16.68759424
tpx21249674b0,26.82785309
tpx227944551a0,65.42363764
tpx337699b0,27.55528842
tpx338935b0,16.16997734
tpx223400157c0,42.30715333
tpx293659c0,16.65838569
tpx337642c0,42.64829739
tpx356011a0,15.29002894
tpx138404c0,28.14474692
tpx337653b0,9.721551471
tpx337709b0,16.56331496
tpx355585b0,16.15508521
tpx21209868a0,24.35458122
tpx138679a0,14.4729153
tpx321884c0,42.70394513
tpx226192846b0,27.6213263
tpx2000410a0,21.72179849
tpx227896008c0,27.79397926
tpx302508c0,27.82380818
tpx226193078a0,23.70810442
tpx21426205b0,27.19943113
tpx391742b0,26.99595771
tpx207292c0,16.64633352
tpx21399326c0,27.81073524
tpx21399762a0,15.29965894
tpx323253b0,28.02274929
tpx2000904c0,14.54550981
tpx350993c0,16.49359878
tpx138720a0,24.17396576
tpx138755b0,10.72137203
tpx337688b0,16.38157044
tpx355596b0,16.22420343
tpx323397b0,28.15120462
tpx337631c0,10.96800395
tpx2224387053a0,37.74215735
tpx225869139a0,15.1594442
tpx391973c0,4.015983159
tpx21395720c0,16.72081326
tpx391995a0,24.53687799
tpx294787a0,9.914972664
tpx21396959a0,25.57520782
tpx28120126c0,13.40168828
tpx226196648a0,24.87471895
tpx274992c0,27.44080492
tpx28128517c0,28.48597632
tpx323264b0,56.18268108
tpx260517c0,16.77340609
tpx338913b0,27.51459614
tpx2224386842a0,37.72643336
tpx355933a0,10.17941989
tpx226193361b0,16.79432791
tpx21386143c0,4.051517374
tpx260648a0,24.34040589
tpx138646a0,9.645792407
tpx260581c0,28.11268743
tpx225533337a0,15.16839341
tpx207290a0,24.79113652
tpx260494b0,40.31218797
tpx302859c0,16.92454291
tpx323275b0,28.12739966
tpx21470122b0,16.82776471
tpx339010b0,52.18901063
tpx21451973b0,16.29134461
tpx251858c0,28.5061831
tpx339021a0,23.67762039
tpx302813c0,16.88672059
tpx226195333c0,11.11402364
tpx260528c0,28.02683812
tpx337655c0,16.70945431
tpx337666b0,27.33437957
tpx2224386592a0,25.080862
tpx338959c0,27.95393093
tpx2001002b0,16.84636741
tpx323418a0,25.51864458
tpx337677a0,5.836214748
tpx293492c0,27.84454439
tpx225673440a0,25.22345428
tpx323244b0,11.2137109
tpx391755b0,26.78390955
tpx226193298a0,23.70210282
tpx355432c0,41.8370915
tpx441854c0,28.41939361
tpx338968c0,41.78341497
tpx2001013b0,26.40825056
tpx227921427a0,49.41261619
tpx338933b0,40.5829941
tpx338979b0,10.41299855
tpx251867c0,28.29691121
tpx323388b0,28.09378297
tpx21396815c0,16.68628215
tpx337697b0,27.49645643
tpx355587b0,27.0297077
tpx355944b0,27.00003633
tpx2000412a0,29.44729082
tpx302374b0,15.9834681
tpx260502b0,10.69069259
tpx321882c0,28.3539933
tpx323255b0,16.74498482
tpx391744b0,26.97534426
tpx21389831a0,3.719232494
tpx2000906c0,16.84980991
tpx21380325b0,26.95053974
tpx227921416a0,24.51393322
tpx228001810a0,24.54689834
tpx323399b0,16.89702391
tpx138753b0,26.84030428
tpx339047a0,5.736635506
tpx21393454b0,40.65171621
tpx138413c0,4.063231861
tpx275002c0,16.44701826
tpx355598b0,27.10096429
tpx138294b0,16.18894413
tpx293668a0,24.58997458
tpx293657b0,16.00903379
tpx28148060c0,16.45996944
tpx21475841a0,5.879937396
tpx323266b0,16.74574974
tpx138655a0,14.46271776
tpx226101460a0,15.30446533
tpx294789a0,25.60099784
tpx21399707a0,25.56560828
tpx339001b0,10.55674295
tpx227944551c0,75.29948673
tpx392038b0,41.6035119
tpx293655a0,24.72867445
tpx226194280b0,16.20515093
tpx21398536a0,14.8348002
tpx247185b0,15.97816276
tpx157716b0,26.72613806
tpx302735a0,24.18608357
tpx2223664050b0,16.21674668
tpx323277b0,11.20266994
tpx138644a0,24.1693218
tpx260590b0,26.93065857
tpx355942a0,25.46363839
tpx351019c0,16.59651278
tpx2224387062a0,37.74358313
tpx260481c0,28.01896127
tpx339012b0,26.23360041
tpx260624c0,16.75628733
tpx302637a0,14.90103788
tpx302811c0,16.89754038
tpx338922b0,27.2963859
tpx441331c0,27.96827594
tpx251856c0,17.07195655
tpx227944551b0,71.91746842
tpx337675a0,24.21188143
tpx338957c0,11.14493342
tpx293644a0,24.84455361
tpx2224237718a0,15.19396663
tpx293490c0,27.83751379
tpx225940756b0,41.51393632
tpx321860b0,27.2007839
tpx21397029a0,25.57708916
tpx21396606c0,28.16433741
tpx293519b0,5.326386174
tpx337705b0,27.61673201
tpx323284b0,7.175098409
tpx391757b0,10.65947253
tpx2000704b0,15.31038659
tpx260463b0,16.01252397
tpx260474a0,24.40049889
tpx338942a0,24.98231369
tpx338988a0,2.632837283
tpx251865c0,17.02654235
tpx338966c0,27.79289839
tpx2001011b0,11.17063794
tpx338977b0,10.64622396
tpx337716a0,3.595235596
tpx321888c0,28.42142413
tpx321853b0,27.18725661
tpx337695b0,16.43470957
tpx21391242b0,6.456764111
tpx21389962c0,16.6828339
tpx2221108406b0,63.13590018
tpx293681a0,25.60835973
tpx2224490448c0,28.34513308
tpx260561c0,28.06572695
tpx356064b0,27.14151199
tpx21389092b0,26.80923832
tpx391986a0,24.59022605
tpx391746b0,10.74764624
tpx138566a0,24.19969656
tpx227895952a0,24.57665352
tpx2000715b0,16.85094582
tpx2001309a0,12.32950124
tpx21393570c0,16.49103442
tpx356789c0,4.120345371
tpx21385192c0,16.96696622
tpx227731863a0,37.69339186
tpx338931c0,42.01725333
tpx138797b0,39.66418724
tpx21015829a0,24.19536857
tpx338977c0,11.39314685
tpx339049a0,23.79461349
tpx355592b0,27.06781192
tpx138751b0,26.7820284
tpx275000c0,16.44772165
tpx2221108406a0,55.94288228
tpx2212168866c0,41.96043331
tpx260574c0,28.10108953
tpx247058a0,9.934986215
tpx226194865a0,24.56076577
tpx247036c0,11.15609489
tpx339003b0,39.32223196
tpx355604b0,16.23832986
tpx2000913c0,16.85360919
tpx338920a0,15.18153526
tpx338955b0,26.91374917
tpx338944c0,11.10633991
tpx337684a0,24.16753835
tpx21383494b0,26.11823924
tpx21384099c0,41.54109988
tpx355937a0,25.48084588
tpx225897846a0,15.15836048
tpx226195194c0,28.47274238
tpx28150172a0,24.26893638
tpx138642a0,14.47039096
tpx321877a0,25.26148412
tpx138313a0,9.937608807
tpx323403b0,16.86861633
tpx28149184c0,28.34563359
tpx28120183c0,27.79498389
tpx338977a0,9.520728567
tpx21390038c0,27.98506016
tpx325474b0,26.11459418
tpx226193134c0,27.84771171
tpx260508a0,14.90687539
tpx227989724b0,26.83502022
tpx21384099b0,52.79601035
tpx226192492b0,10.81511945
tpx337673a0,24.20575593
tpx302367b0,15.99714798
tpx260639c0,28.00551065
tpx21474711c0,4.056138436
tpx28120126a0,11.87268859
tpx391977a0,24.42900418
tpx138651c0,28.02832766
tpx323286b0,15.71986886
tpx226192185a0,24.31950959
tpx138346c0,16.86078388
tpx293592a0,37.4230995
tpx21031684a0,5.831771519
tpx223655c0,16.71902507
tpx260461b0,26.72218782
tpx2000706b0,17.66055325
tpx226193698c0,28.30090138
tpx28150292a0,3.51699223
tpx226308729b0,81.97507895
tpx337629c0,27.30337531
tpx338964c0,42.08169862
tpx251863c0,28.47055682
tpx338986a0,6.571005285
tpx138771a0,14.48360929
tpx321851b0,16.27597009
tpx337707b0,27.64446438
tpx337718a0,9.93049162
tpx321886c0,28.40791025
tpx293483a0,24.21250517
tpx2221108404b0,111.660762
tpx225498968b0,16.87238538
tpx337693b0,16.41466313
tpx21386065c0,28.09881428
tpx355376b0,10.69409665
tpx227903012a0,25.20564717
tpx28120786a0,24.74072326
tpx356062b0,27.07892416
tpx391748b0,26.95191978
tpx138564a0,5.833745587
tpx28120126b0,53.6929895
tpx2001307a0,20.96595502
tpx2000902c0,16.84566311
tpx21399809a0,15.28675737
tpx310560a0,14.85296932
tpx321840b0,10.81668294
tpx21386877a0,14.5334257
tpx337729a0,9.813143172
tpx2221108404a0,101.8763928
tpx138237b0,16.17436413
tpx260594a0,9.786541608
tpx302474a0,24.32010768
tpx260572c0,16.81481988
tpx2224387138a0,9.068044545
tpx339005b0,39.02481637
tpx391979c0,16.64919022
tpx247056a0,14.87432564
tpx354851b0,27.11931808
tpx302804c0,42.55005485
tpx2000915c0,16.85388008
tpx355606b0,16.23697004
tpx274994c0,27.40511925
tpx226193696a0,5.82719196
tpx28147899c0,16.82871925
tpx226101449a0,25.56978418
tpx338953b0,26.90430553
tpx338999b0,10.55642627
tpx337729b0,27.04157667
tpx355935a0,15.27148238
tpx138259c0,16.84534923
tpx21397005a0,38.44974704
tpx337660c0,28.34426753
tpx302672c0,27.84664133
tpx330122b0,16.20839766
tpx225534325a0,25.34335151
tpx356009a0,15.29235508
tpx260496b0,10.68557004
tpx323273b0,28.06506094
tpx325472b0,16.87462359
tpx226193892b0,15.81924144
tpx28127390c0,16.92307401
tpx226194262c0,27.97085264
tpx338975a0,14.25022058
tpx339016b0,26.23162571
tpx337671a0,14.48846964
tpx337729c0,11.22972322
tpx2001209c0,20.9458939
tpx226010605c0,17.08459403
tpx337701b0,27.58368971
tpx138717c0,27.9013334
tpx21470326a0,15.3052577
tpx323280b0,28.17233238
tpx355438c0,27.80544493
tpx356796c0,27.32530831
tpx302809c0,4.077148197
tpx207288b0,10.64985636
tpx21386552b0,3.957358765
tpx138465c0,11.24334652
tpx302862c0,16.92464221
tpx337627c0,27.29035288
tpx21357901b0,28.06922818
tpx21483138a0,15.30665122
tpx338950b0,26.8929989
tpx138258c0,16.83993387
tpx260554c0,16.78338775
tpx337691b0,16.39166718
tpx351021c0,16.57103139
tpx355778c0,11.08870352
tpx337723a0,14.8602127
tpx338919a0,15.18170715
tpx2001305a0,16.2477046
tpx21325725c0,16.49101173
tpx2221108403c0,59.58410506
tpx274987c0,16.51257735
tpx225571845b0,16.24721036
tpx226191951b0,26.99440569
tpx21455388c0,42.75915623
tpx28121587a0,15.29393909
tpx21452406b0,27.17394408
tpx293663c0,4.018557785
tpx226193838c0,28.42056219
tpx337712c0,16.70652159
tpx138574a0,24.16762331
tpx321858b0,16.28849183
tpx323249b0,16.8025141
tpx339007b0,26.16955572
tpx391737b0,26.99390647
tpx226881057b0,16.55185112
tpx260641b0,9.669515302
tpx138650c0,2.699197219
tpx2224237384a0,38.14223998
tpx2221108403b0,65.57604876
tpx247126b0,10.74970856
tpx338985a0,3.941291561
tpx21397544a0,14.71997098
tpx2224386750a0,25.09208988
tpx21373784a0,49.35704815
tpx339018a0,14.23344326
tpx138770a0,9.656452281
tpx260589b0,3.892120339
tpx338963c0,16.73559008
tpx260532c0,16.77434731
tpx21389237a0,24.79764812
tpx293672a0,14.80444933
cap_3a,9.62913E-29
tpx355767b0,40.67934319
tpx338898a0,15.24655942
cap_3c,9.62913E-29
tpx138563a0,24.2069105
tpx227411655c0,28.35300587
tpx321847b0,16.85487108
cap_3b,9.62913E-29
tpx2212371533c0,28.16323706
tpx302400a0,14.53625434
tpx223662c0,42.21754983
tpx2000712b0,16.77598365
tpx228057846a0,25.3437548
tpx302677a0,24.22320314
tpx226191779c0,28.06044518
tpx226194002b0,39.16186209
tpx356007a0,15.29376153
tpx260467a0,14.57081505
tpx228532641a0,37.41883691
tpx2000405a0,22.36583695
tpx21380528a0,14.24388464
tpx2001207c0,13.25291802
tpx260543c0,6.745576683
tpx2221108403a0,81.87372625
tpx2224386815a0,15.02228294
tpx226163467a0,25.52000485
tpx337703b0,16.53510179
tpx226029836a0,15.20491823
tpx302807c0,28.25741964
tpx339097b0,4.257501195
tpx323282b0,39.02975738
tpx356798c0,27.32139723
tpx337625c0,27.30287076
tpx337647a0,25.08144146
tpx260476a0,14.60153192
tpx355601b0,16.23928848
tpx2001314a0,32.12794853
tpx2000910c0,16.85252322
tpx302860c0,42.54868928
tpx225991691a0,15.15463943
tpx21384099a0,36.99881349
tpx338994b0,52.27685169
tpx225918926b0,15.9851773
tpx328364c0,28.16843196
tpx21249626b0,16.06894413
tpx293487b0,26.64483643
tpx321878a0,25.26236841
tpx338917a0,15.18031212
tpx356787c0,28.55340467
tpx302468a0,9.702523319
tpx28120195b0,27.66971891
tpx339051c0,27.31471739
tpx21469960b0,28.12588948
tpx293608c0,28.17830189
tpx274985c0,16.51062032
tpx226193170a0,25.40153176
tpx226193422b0,16.91137475
tpx260487a0,14.60118588
tpx2001303a0,19.34507411
tpx225684682b0,16.24706607
tpx227917127c0,56.96314703
tpx338970a0,25.09664232
tpx356808a0,36.99460278
tpx323391b0,42.00320518
tpx2001009b0,20.95664823
tpx251828b0,3.894879221
tpx138343c0,2.714373033
tpx2224386946a0,25.10204993
tpx260598a0,8.864299544
tpx321856b0,16.28967184
tpx337714c0,41.99527446
tpx338908c0,11.09621742
tpx260650a0,24.33946364
tpx391739b0,26.9903869
tpx2000703b0,14.27182556
tpx355843a0,10.19738664
tpx337614b0,27.02145244
tpx338961c0,27.95592392
tpx338972b0,26.5996039
tpx260576c0,28.11139343
tpx260552a0,49.01402567
tpx138561a0,24.20909547
tpx321845b0,28.03077558
tpx52107636a0,24.2831732
tpx138585c0,2.706219786
tpx2000407a0,17.83288913
tpx338896a0,15.27518714
tpx226192762b0,5.384516663
tpx302675a0,24.22185275
tpx21397304a0,14.68742705
tpx2000714b0,13.53961834
tpx21396254a0,14.48037284
tpx325245b0,11.24271811
tpx355591b0,27.04490178
tpx2001205c0,12.81567185
tpx21380156b0,15.83945288
tpx338983b0,5.325101686
tpx21474556a0,48.88566099
tpx391990a0,14.68029461
tpx302733b0,40.14947802
tpx294842a0,24.54008175
tpx260632a0,24.34122896
tpx2224386617a0,37.70947777
tpx337623c0,16.431927
tpx2001312a0,21.80224405
tpx21397067a0,15.25471313
tpx338992b0,15.83177918
tpx2000414a0,15.83528989
tpx260558c0,11.19251494
tpx226192684a0,14.49484731
tpx355589b0,27.04330336
tpx323234b0,28.15423885
tpx138581a0,24.15762686
tpx227760021c0,56.59477318
tpx321838a0,25.53837506
tpx138374c0,28.17136143
tpx260621c0,27.99535531
tpx2000908c0,16.85134665
tpx260643a0,48.97998374
tpx138265a0,24.7389604
tpx138472c0,28.19841218
tpx2001007b0,14.02442269
tpx260569c0,28.0978198
tpx2224230689c0,84.78126343
tpx356802a0,24.60122526
tpx138570a0,14.48061549
tpx227760021b0,13.00957751
tpx323245b0,28.1772868
tpx28127090c0,28.14496473
tpx260491c0,42.15507926
tpx21391390b0,6.456863585
tpx2224230754c0,42.03351053
tpx293521a0,9.659923681
tpx21398402a0,3.578842187
tpx323389b0,28.09256535
tpx337669a0,24.19672618
tpx442373c0,27.31716963
tpx2224237380a0,38.13565799
tpx392036b0,27.66830919
tpx2001214c0,25.39913491
tpx356014a0,10.18825206
tpx28118808a0,36.50462598
tpx355358b0,10.69517506
tpx321159a0,15.17627387
tpx260501b0,26.82327861
tpx28127146b0,16.05293722
tpx321880a0,15.18064797
